,p1_len,p2_len,p1_len_bin,p2_len_bin,pair_len,pair_bin,y_hat,label,model_name,tp,fp,tn,fn,t,f
120,99,355,100,400,355,400,0.5260825157165527,1.0,prottrans_bert_random,1,0,0,0,1,0
121,172,1484,200,1500,1484,1500,0.7531422972679138,1.0,prottrans_bert_random,1,0,0,0,1,0
122,1304,128,1350,150,1304,1350,0.8860955238342285,1.0,prottrans_bert_random,1,0,0,0,1,0
123,221,238,250,250,238,250,0.5970219969749451,1.0,prottrans_bert_random,1,0,0,0,1,0
124,852,422,900,450,852,900,0.0727837234735488,1.0,prottrans_bert_random,0,0,0,1,0,1
125,146,84,150,100,146,150,0.905584752559662,1.0,prottrans_bert_random,1,0,0,0,1,0
126,428,590,450,600,590,600,0.3888119161128998,0.0,prottrans_bert_random,0,0,1,0,1,0
127,536,340,550,350,536,550,0.023992171511054,0.0,prottrans_bert_random,0,0,1,0,1,0
128,557,683,600,700,683,700,0.8944327235221863,1.0,prottrans_bert_random,1,0,0,0,1,0
129,505,586,550,600,586,600,0.8931733965873718,1.0,prottrans_bert_random,1,0,0,0,1,0
130,141,256,150,300,256,300,0.7441785931587219,1.0,prottrans_bert_random,1,0,0,0,1,0
131,144,2136,150,2150,2136,2150,0.9399548172950744,1.0,prottrans_bert_random,1,0,0,0,1,0
132,765,205,800,250,765,800,0.5816687345504761,0.0,prottrans_bert_random,0,1,0,0,0,1
133,234,1287,250,1300,1287,1300,0.2016601413488388,0.0,prottrans_bert_random,0,0,1,0,1,0
134,1041,199,1050,200,1041,1050,0.9010670185089112,1.0,prottrans_bert_random,1,0,0,0,1,0
135,180,140,200,150,180,200,0.8148123621940613,1.0,prottrans_bert_random,1,0,0,0,1,0
136,247,715,250,750,715,750,0.1442395746707916,0.0,prottrans_bert_random,0,0,1,0,1,0
137,478,563,500,600,563,600,0.022416416555643,0.0,prottrans_bert_random,0,0,1,0,1,0
138,1944,185,1950,200,1944,1950,0.6762627363204956,1.0,prottrans_bert_random,1,0,0,0,1,0
139,861,498,900,500,861,900,0.0171125084161758,0.0,prottrans_bert_random,0,0,1,0,1,0
140,124,360,150,400,360,400,0.076350063085556,1.0,prottrans_bert_random,0,0,0,1,0,1
141,312,895,350,900,895,900,0.6588717699050903,1.0,prottrans_bert_random,1,0,0,0,1,0
142,1304,941,1350,950,1304,1350,0.9874559044837952,1.0,prottrans_bert_random,1,0,0,0,1,0
143,423,201,450,250,423,450,0.0141130499541759,0.0,prottrans_bert_random,0,0,1,0,1,0
144,361,363,400,400,363,400,0.6704243421554565,0.0,prottrans_bert_random,0,1,0,0,0,1
145,887,721,900,750,887,900,0.7822077870368958,1.0,prottrans_bert_random,1,0,0,0,1,0
146,1581,117,1600,150,1581,1600,0.5695760846138,1.0,prottrans_bert_random,1,0,0,0,1,0
147,352,374,400,400,374,400,0.7026227712631226,1.0,prottrans_bert_random,1,0,0,0,1,0
148,798,503,800,550,798,800,0.5891552567481995,1.0,prottrans_bert_random,1,0,0,0,1,0
149,148,312,150,350,312,350,0.863322377204895,1.0,prottrans_bert_random,1,0,0,0,1,0
150,643,744,650,750,744,750,0.1604398638010025,0.0,prottrans_bert_random,0,0,1,0,1,0
151,115,640,150,650,640,650,0.722790002822876,1.0,prottrans_bert_random,1,0,0,0,1,0
152,370,348,400,350,370,400,0.7644398808479309,1.0,prottrans_bert_random,1,0,0,0,1,0
153,878,968,900,1000,968,1000,0.4084824323654175,1.0,prottrans_bert_random,0,0,0,1,0,1
154,91,480,100,500,480,500,0.934486210346222,1.0,prottrans_bert_random,1,0,0,0,1,0
155,638,271,650,300,638,650,0.2904050648212433,1.0,prottrans_bert_random,0,0,0,1,0,1
156,118,132,150,150,132,150,0.1820268929004669,1.0,prottrans_bert_random,0,0,0,1,0,1
157,344,2261,350,2300,2261,2300,0.329485535621643,0.0,prottrans_bert_random,0,0,1,0,1,0
158,404,604,450,650,604,650,0.76411372423172,1.0,prottrans_bert_random,1,0,0,0,1,0
159,64,581,100,600,581,600,0.3401243984699249,0.0,prottrans_bert_random,0,0,1,0,1,0
160,254,165,300,200,254,300,0.0070891613140702,0.0,prottrans_bert_random,0,0,1,0,1,0
161,1581,252,1600,300,1581,1600,0.7565194964408875,0.0,prottrans_bert_random,0,1,0,0,0,1
162,499,282,500,300,499,500,0.7590643167495728,1.0,prottrans_bert_random,1,0,0,0,1,0
163,258,686,300,700,686,700,0.0195553973317146,0.0,prottrans_bert_random,0,0,1,0,1,0
164,615,671,650,700,671,700,0.0050344793125987,0.0,prottrans_bert_random,0,0,1,0,1,0
165,221,504,250,550,504,550,0.0189570169895887,0.0,prottrans_bert_random,0,0,1,0,1,0
166,439,501,450,550,501,550,0.8691285252571106,1.0,prottrans_bert_random,1,0,0,0,1,0
167,208,172,250,200,208,250,0.9213160276412964,1.0,prottrans_bert_random,1,0,0,0,1,0
168,1134,1426,1150,1450,1426,1450,0.2193595468997955,1.0,prottrans_bert_random,0,0,0,1,0,1
169,580,977,600,1000,977,1000,0.6497145295143127,1.0,prottrans_bert_random,1,0,0,0,1,0
170,119,1313,150,1350,1313,1350,0.1028780937194824,0.0,prottrans_bert_random,0,0,1,0,1,0
171,1368,464,1400,500,1368,1400,0.7137214541435242,1.0,prottrans_bert_random,1,0,0,0,1,0
172,96,1225,100,1250,1225,1250,0.4877404570579529,0.0,prottrans_bert_random,0,0,1,0,1,0
173,1031,363,1050,400,1031,1050,0.1051297187805175,0.0,prottrans_bert_random,0,0,1,0,1,0
174,177,941,200,950,941,950,0.9348189234733582,1.0,prottrans_bert_random,1,0,0,0,1,0
175,474,126,500,150,474,500,0.0356195867061615,0.0,prottrans_bert_random,0,0,1,0,1,0
176,921,1154,950,1200,1154,1200,0.3085455596446991,0.0,prottrans_bert_random,0,0,1,0,1,0
177,1002,1276,1050,1300,1276,1300,0.4666517376899719,0.0,prottrans_bert_random,0,0,1,0,1,0
178,1368,647,1400,650,1368,1400,0.1156345307826995,0.0,prottrans_bert_random,0,0,1,0,1,0
179,808,217,850,250,808,850,0.6898490786552429,0.0,prottrans_bert_random,0,1,0,0,0,1
180,85,424,100,450,424,450,0.6021114587783813,0.0,prottrans_bert_random,0,1,0,0,0,1
181,604,682,650,700,682,700,0.7398622035980225,1.0,prottrans_bert_random,1,0,0,0,1,0
182,1382,84,1400,100,1382,1400,0.7572073936462402,1.0,prottrans_bert_random,1,0,0,0,1,0
183,839,604,850,650,839,850,0.436876893043518,0.0,prottrans_bert_random,0,0,1,0,1,0
184,282,1670,300,1700,1670,1700,0.394418865442276,0.0,prottrans_bert_random,0,0,1,0,1,0
185,1041,501,1050,550,1041,1050,0.9368672370910645,1.0,prottrans_bert_random,1,0,0,0,1,0
186,731,442,750,450,731,750,0.7534910440444946,1.0,prottrans_bert_random,1,0,0,0,1,0
187,2221,498,2250,500,2221,2250,0.511650025844574,0.0,prottrans_bert_random,0,1,0,0,0,1
188,194,890,200,900,890,900,0.0878575593233108,0.0,prottrans_bert_random,0,0,1,0,1,0
189,305,372,350,400,372,400,0.0069399261847138,0.0,prottrans_bert_random,0,0,1,0,1,0
190,352,325,400,350,352,400,0.8470078110694885,1.0,prottrans_bert_random,1,0,0,0,1,0
191,1041,96,1050,100,1041,1050,0.9595526456832886,1.0,prottrans_bert_random,1,0,0,0,1,0
192,659,466,700,500,659,700,0.4092210233211517,0.0,prottrans_bert_random,0,0,1,0,1,0
193,729,595,750,600,729,750,0.3068603575229645,1.0,prottrans_bert_random,0,0,0,1,0,1
194,720,244,750,250,720,750,0.6400073170661926,0.0,prottrans_bert_random,0,1,0,0,0,1
195,216,1507,250,1550,1507,1550,0.5952352285385132,1.0,prottrans_bert_random,1,0,0,0,1,0
196,322,150,350,150,322,350,0.420863538980484,0.0,prottrans_bert_random,0,0,1,0,1,0
197,70,147,100,150,147,150,0.0331729464232921,0.0,prottrans_bert_random,0,0,1,0,1,0
198,709,493,750,500,709,750,0.8950852155685425,0.0,prottrans_bert_random,0,1,0,0,0,1
199,846,475,850,500,846,850,0.0149219166487455,0.0,prottrans_bert_random,0,0,1,0,1,0
200,505,725,550,750,725,750,0.0331069119274616,0.0,prottrans_bert_random,0,0,1,0,1,0
201,797,824,800,850,824,850,0.0181601922959089,0.0,prottrans_bert_random,0,0,1,0,1,0
202,1507,442,1550,450,1507,1550,0.758765459060669,1.0,prottrans_bert_random,1,0,0,0,1,0
203,420,454,450,500,454,500,0.0244722086936235,0.0,prottrans_bert_random,0,0,1,0,1,0
204,1304,86,1350,100,1304,1350,0.4267303049564361,1.0,prottrans_bert_random,0,0,0,1,0,1
205,144,1227,150,1250,1227,1250,0.5426414012908936,1.0,prottrans_bert_random,1,0,0,0,1,0
206,522,2136,550,2150,2136,2150,0.9612346291542052,1.0,prottrans_bert_random,1,0,0,0,1,0
207,277,442,300,450,442,450,0.3687720596790313,0.0,prottrans_bert_random,0,0,1,0,1,0
208,578,597,600,600,597,600,0.1884515732526779,0.0,prottrans_bert_random,0,0,1,0,1,0
209,1154,787,1200,800,1154,1200,0.7870200872421265,1.0,prottrans_bert_random,1,0,0,0,1,0
210,184,328,200,350,328,350,0.0063727037049829,0.0,prottrans_bert_random,0,0,1,0,1,0
211,643,501,650,550,643,650,0.4368434250354767,0.0,prottrans_bert_random,0,0,1,0,1,0
212,67,380,100,400,380,400,0.0538068301975727,1.0,prottrans_bert_random,0,0,0,1,0,1
213,866,955,900,1000,955,1000,0.0211547277867794,0.0,prottrans_bert_random,0,0,1,0,1,0
214,257,1976,300,2000,1976,2000,0.7591373920440674,0.0,prottrans_bert_random,0,1,0,0,0,1
215,159,820,200,850,820,850,0.8779234886169434,1.0,prottrans_bert_random,1,0,0,0,1,0
216,1382,113,1400,150,1382,1400,0.8637723326683044,1.0,prottrans_bert_random,1,0,0,0,1,0
217,148,424,150,450,424,450,0.8669142127037048,1.0,prottrans_bert_random,1,0,0,0,1,0
218,480,565,500,600,565,600,0.3146800994873047,1.0,prottrans_bert_random,0,0,0,1,0,1
219,974,450,1000,450,974,1000,0.1966820806264877,0.0,prottrans_bert_random,0,0,1,0,1,0
220,134,577,150,600,577,600,0.0692781880497932,0.0,prottrans_bert_random,0,0,1,0,1,0
221,186,375,200,400,375,400,0.1405379176139831,1.0,prottrans_bert_random,0,0,0,1,0,1
222,508,505,550,550,508,550,0.8801823854446411,1.0,prottrans_bert_random,1,0,0,0,1,0
223,653,186,700,200,653,700,0.2427307069301605,0.0,prottrans_bert_random,0,0,1,0,1,0
224,354,67,400,100,354,400,0.0915628373622894,1.0,prottrans_bert_random,0,0,0,1,0,1
225,341,408,350,450,408,450,0.701087236404419,0.0,prottrans_bert_random,0,1,0,0,0,1
226,1041,522,1050,550,1041,1050,0.9601069688796996,1.0,prottrans_bert_random,1,0,0,0,1,0
227,233,172,250,200,233,250,0.625967800617218,0.0,prottrans_bert_random,0,1,0,0,0,1
228,2224,349,2250,350,2224,2250,0.6548842787742615,0.0,prottrans_bert_random,0,1,0,0,0,1
229,400,1461,400,1500,1461,1500,0.2667160630226135,0.0,prottrans_bert_random,0,0,1,0,1,0
230,439,2136,450,2150,2136,2150,0.8822311162948608,1.0,prottrans_bert_random,1,0,0,0,1,0
231,270,178,300,200,270,300,0.5707542300224304,1.0,prottrans_bert_random,1,0,0,0,1,0
232,95,709,100,750,709,750,0.0512534268200397,0.0,prottrans_bert_random,0,0,1,0,1,0
233,404,519,450,550,519,550,0.6325518488883972,1.0,prottrans_bert_random,1,0,0,0,1,0
234,196,462,200,500,462,500,0.0287550818175077,0.0,prottrans_bert_random,0,0,1,0,1,0
235,429,494,450,500,494,500,0.030668668448925,0.0,prottrans_bert_random,0,0,1,0,1,0
236,382,983,400,1000,983,1000,0.8121471405029297,0.0,prottrans_bert_random,0,1,0,0,0,1
237,406,1223,450,1250,1223,1250,0.4182564318180084,1.0,prottrans_bert_random,0,0,0,1,0,1
238,766,380,800,400,766,800,0.0141037497669458,0.0,prottrans_bert_random,0,0,1,0,1,0
239,424,374,450,400,424,450,0.3114403188228607,0.0,prottrans_bert_random,0,0,1,0,1,0
240,96,565,100,600,565,600,0.9280128479003906,1.0,prottrans_bert_random,1,0,0,0,1,0
241,1223,1235,1250,1250,1235,1250,0.0481460131704807,1.0,prottrans_bert_random,0,0,0,1,0,1
242,1581,210,1600,250,1581,1600,0.7904502749443054,1.0,prottrans_bert_random,1,0,0,0,1,0
243,258,218,300,250,258,300,0.7742186784744263,1.0,prottrans_bert_random,1,0,0,0,1,0
244,609,1150,650,1150,1150,1150,0.3267119228839874,0.0,prottrans_bert_random,0,0,1,0,1,0
245,566,1298,600,1300,1298,1300,0.2166481763124466,1.0,prottrans_bert_random,0,0,0,1,0,1
246,839,399,850,400,839,850,0.2871200144290924,0.0,prottrans_bert_random,0,0,1,0,1,0
247,268,389,300,400,389,400,0.0131429433822631,0.0,prottrans_bert_random,0,0,1,0,1,0
248,174,128,200,150,174,200,0.957193911075592,1.0,prottrans_bert_random,1,0,0,0,1,0
249,372,2266,400,2300,2266,2300,0.0085969548672437,0.0,prottrans_bert_random,0,0,1,0,1,0
250,372,515,400,550,515,550,0.5776625275611877,1.0,prottrans_bert_random,1,0,0,0,1,0
251,95,565,100,600,565,600,0.7290014624595642,1.0,prottrans_bert_random,1,0,0,0,1,0
252,860,1670,900,1700,1670,1700,0.64930260181427,1.0,prottrans_bert_random,1,0,0,0,1,0
253,597,600,600,600,600,600,0.4566355049610138,1.0,prottrans_bert_random,0,0,0,1,0,1
254,150,75,150,100,150,150,0.4049705266952514,0.0,prottrans_bert_random,0,0,1,0,1,0
255,380,2266,400,2300,2266,2300,0.6344006657600403,1.0,prottrans_bert_random,1,0,0,0,1,0
256,477,461,500,500,477,500,0.704157829284668,0.0,prottrans_bert_random,0,1,0,0,0,1
257,195,1435,200,1450,1435,1450,0.7808537483215332,0.0,prottrans_bert_random,0,1,0,0,0,1
258,631,69,650,100,631,650,0.1070201098918914,0.0,prottrans_bert_random,0,0,1,0,1,0
259,105,727,150,750,727,750,0.9629712104797364,1.0,prottrans_bert_random,1,0,0,0,1,0
260,1032,1156,1050,1200,1156,1200,0.2588001489639282,0.0,prottrans_bert_random,0,0,1,0,1,0
261,674,417,700,450,674,700,0.6021544933319092,0.0,prottrans_bert_random,0,1,0,0,0,1
262,557,139,600,150,557,600,0.968709111213684,1.0,prottrans_bert_random,1,0,0,0,1,0
263,587,280,600,300,587,600,0.0289241913706064,0.0,prottrans_bert_random,0,0,1,0,1,0
264,340,172,350,200,340,350,0.8309473395347595,0.0,prottrans_bert_random,0,1,0,0,0,1
265,149,1043,150,1050,1043,1050,0.0327150262892246,0.0,prottrans_bert_random,0,0,1,0,1,0
266,2210,270,2250,300,2210,2250,0.7016754150390625,1.0,prottrans_bert_random,1,0,0,0,1,0
267,852,409,900,450,852,900,0.7881973385810852,1.0,prottrans_bert_random,1,0,0,0,1,0
268,724,348,750,350,724,750,0.072771206498146,0.0,prottrans_bert_random,0,0,1,0,1,0
269,2177,747,2200,750,2177,2200,0.6039225459098816,1.0,prottrans_bert_random,1,0,0,0,1,0
270,312,492,350,500,492,500,0.0089696981012821,0.0,prottrans_bert_random,0,0,1,0,1,0
271,427,1025,450,1050,1025,1050,0.2708268761634826,0.0,prottrans_bert_random,0,0,1,0,1,0
272,199,86,200,100,199,200,0.8211843967437744,1.0,prottrans_bert_random,1,0,0,0,1,0
273,349,1235,350,1250,1235,1250,0.0386637821793556,0.0,prottrans_bert_random,0,0,1,0,1,0
274,566,913,600,950,913,950,0.6824733018875122,1.0,prottrans_bert_random,1,0,0,0,1,0
275,247,168,250,200,247,250,0.5148604512214661,1.0,prottrans_bert_random,1,0,0,0,1,0
276,791,254,800,300,791,800,0.352293998003006,0.0,prottrans_bert_random,0,0,1,0,1,0
